#
2008-05-31 00:00, 152
2008-06-01 00:00, 153
2008-06-02 00:00, 154
2008-06-03 00:00, 155
2008-06-04 00:00, 156
2008-06-05 00:00, 157
2008-06-06 00:00, 158
2008-06-07 00:00, 159
2008-06-08 00:00, 160
2008-06-09 00:00, 161
2008-06-10 00:00, 162
2008-06-11 00:00, 163
2008-06-12 00:00, 164
2008-06-13 00:00, 165
2008-06-14 00:00, 166
2008-06-15 00:00, 167
2008-06-16 00:00, 168
2008-06-17 00:00, 169
2008-06-18 00:00, 170
2008-06-19 00:00, 171
2008-06-20 00:00, 172
2008-06-21 00:00, 173
2008-06-22 00:00, 174
2008-06-23 00:00, 175
2008-06-24 00:00, 176
2008-06-25 00:00, 177
2008-06-26 00:00, 178
2008-06-27 00:00, 179
2008-06-28 00:00, 180
2008-06-29 00:00, 181
2008-06-30 00:00, 182
2008-07-01 00:00, 183
2008-07-02 00:00, 184
2008-07-03 00:00, 185
2008-07-04 00:00, 186
2008-07-05 00:00, 187
2008-07-06 00:00, 188
2008-07-07 00:00, 189
2008-07-08 00:00, 190
2008-07-09 00:00, 191
2008-07-10 00:00, 192
2008-07-11 00:00, 193
2008-07-12 00:00, 194
2008-07-13 00:00, 195
2008-07-14 00:00, 196
2008-07-15 00:00, 197
2008-07-16 00:00, 198
2008-07-17 00:00, 199
2008-07-18 00:00, 200
2008-07-19 00:00, 201
2008-07-20 00:00, 202
2008-07-21 00:00, 203
2008-07-22 00:00, 204
2008-07-23 00:00, 205
2008-07-24 00:00, 206
2008-07-25 00:00, 207
2008-07-26 00:00, 208
2008-07-27 00:00, 209
2008-07-28 00:00, 210
2008-07-29 00:00, 211
2008-07-30 00:00, 212
2008-07-31 00:00, 213
2008-08-01 00:00, 214
2008-08-02 00:00, 215
2008-08-03 00:00, 216
2008-08-04 00:00, 217
2008-08-05 00:00, 218
2008-08-06 00:00, 219
2008-08-07 00:00, 220
2008-08-08 00:00, 221
2008-08-09 00:00, 222
2008-08-10 00:00, 223
2008-08-11 00:00, 224
2008-08-12 00:00, 225
