2005-10-06	0.15	0.106943602	0.133402581
2005-10-07	0.15	0.095027664	0.141668664
2005-10-08	0.15	0.0457528	0.003639376
2005-10-09	0.16	0.034869356	0.14830778
2005-10-10	0.16	0.007642447	0.153561295
2005-10-11	0.16	0.085208983	0.022190104
2005-10-12	0.17	0.071136653	0.10348855
2005-10-13	0.17	0.104271005	0.140515873
2005-10-14	0.16	0.03584082	0.153012985
2005-10-15	0.16	0.056689347	0.115921388
2005-10-16	0.16	0.12939313	0.154692896
2005-10-17	0.18	0.121956082	0.067384859
2005-10-18	0.17	0.038989032	0.1426513
2005-10-19	0.17	0.029113599	0.007013421
2005-10-20	0.18	0.176822325	0.067292053
2005-10-21	0.18	0.024130956	0.077709632
2005-10-22	0.18	0.178453904	0.139712168
2005-10-23	0.18	0.07287158	0.062369876
2005-10-24	0.18	0.066416938	0.08991465
2005-10-25	0.18	0.062934598	0.163682562
2005-10-26	0.18	0.115418373	0.135774166
2005-11-02	0.27	0.190666776	0.01311669
2005-11-03	0.27	0.19796197	0.203030006
2005-11-04	0.27	0.174995294	0.170172819
2005-11-05	0.27	0.167062596	0.230850387
2005-11-06	0.27	0.25724928	0.199230799
2005-11-07	0.27	0.196707634	0.217437185
2005-11-08	0.27	0.160654514	0.119535947
2005-11-09	0.27	0.091561918	0.100651781
2005-11-10	0.27	0.090972367	0.132852423
2005-11-11	0.27	0.207708499	0.230047778
2005-11-12	0.27	0.018514737	0.008471104
2005-11-13	0.27	0.239234629	0.132475406
2005-11-14	0.27	0.063800856	0.268751937
2005-11-15	0.27	0.080416588	0.242899008
2005-11-16	0.27	0.104468541	0.184252987
2005-11-17	0.27	0.26123003	0.126685887
2005-11-18	0.27	0.242755307	0.127687464
2005-11-19	0.32	0.168917301	0.147166788
2005-11-20	0.33	0.234598179	0.269697527
2005-11-21	0.34	0.205458108	0.15350253
2005-11-22	0.33	0.190918396	0.329664208
2005-11-23	0.33	0.132188428	0.188867814
2005-11-24	0.32	0.29530592	0.248864972
2005-11-25	0.32	0.11919757	0.165148384
2005-11-26	0.31	0.1714537	0.099522199
2005-11-27	0.31	0.13832964	0.070182807
2005-11-28	0.31	0.060786564	0.072740376
2005-11-29	0.31	0.058739607	0.236596341
2005-11-30	0.3	0.068674108	0.041474553
2005-12-01	0.3	0.179737391	0.130995029
2005-12-02	0.32	0.29871203	0.212430587
2005-12-03	0.32	0.261095841	0.077642023
2005-12-04	0.32	0.275316435	0.276711653
2005-12-05	0.32	0.105116718	0.176039102
2005-12-06	0.31	0.029936657	0.22047738
2005-12-07	0.31	0.290771298	0.185302707
2005-12-08	0.31	0.016231581	0.301304699
2005-12-09	0.31	0.099189557	0.000782135
2005-12-10	0.3	0.242607852	0.18918742
2005-12-11	0.3	0.05442303	0.050265232
2005-12-12	0.3	0.089974806	0.252471103
2005-12-13	0.3	0.138272526	0.273939986
2005-12-14	0.3	0.274280693	0.056423174
2005-12-15	0.3	0.104617818	0.064526926
2005-12-16	0.3	0.039683756	0.291747164
2005-12-17	0.3	0.036056947	0.15402088
2005-12-18	0.3	0.18318691	0.24533715
2005-12-19	0.3	0.14320866	0.136113667
2005-12-20	0.3	0.097404547	0.024508958
2005-12-21	0.29	0.054734179	0.082123072
2005-12-22	0.29	0.24860761	0.188423461
