2005-10-08	0.15	0.083745365	0.088727641
2005-10-09	0.16	0.056978141	0.02283604
2005-10-10	0.16	0.04946477	0.145236101
2005-10-11	0.16	0.017383681	0.152375643
2005-10-12	0.17	0.130595095	0.04086671
2005-10-13	0.17	0.122948154	0.156469125
2005-10-14	0.16	0.152746793	0.062748058
2005-10-15	0.16	0.090846994	0.10805045
2005-10-16	0.16	0.052332181	0.107232373
2005-10-17	0.18	0.089139864	0.072212056
2005-10-18	0.17	0.109285681	0.16179127
2005-10-19	0.17	0.116761876	0.153193318
2005-10-20	0.18	0.035183049	0.179473929
2005-10-21	0.18	0.073665417	0.099838192
2005-10-22	0.18	0.147068973	0.017000872
2005-10-23	0.18	0.034402111	0.144566501
2005-10-24	0.18	0.046670867	0.14722244
2005-10-31	0.27	0.067224873	0.11554972
2005-11-01	0.27	0.046767728	0.009335279
2005-11-02	0.27	0.124231325	0.047964356
2005-11-03	0.27	0.080719294	0.044332142
2005-11-04	0.27	0.024010425	0.193979258
2005-11-05	0.27	0.139521896	0.071626342
2005-11-06	0.27	0.077682154	0.052816992
2005-11-07	0.27	0.222398245	0.170043622
2005-11-08	0.27	0.107616071	0.174547104
2005-11-09	0.27	0.247862628	0.190437869
2005-11-10	0.27	0.062509868	0.17677824
2005-11-11	0.27	0.065557815	0.141736558
2005-11-12	0.27	0.046550087	0.031946633
2005-11-13	0.27	0.068117527	0.076990251
2005-11-14	0.27	0.031191912	0.170831753
2005-11-19	0.32	0.313307424	0.034284765
2005-11-20	0.33	0.032500461	0.118810743
2005-11-21	0.34	0.168624977	0.133030878
2005-11-22	0.33	0.308465824	0.32191523
2005-11-23	0.33	0.177198278	0.212195262
2005-11-24	0.32	0.031908602	0.281489884
2005-11-25	0.32	0.309877044	0.225652953
2005-11-26	0.31	0.064983183	0.264605803
2005-11-27	0.31	0.248471471	0.216903964
2005-11-28	0.31	0.180358474	0.10529388
2005-11-29	0.31	0.265071128	0.262409753
2005-11-30	0.3	0.106295425	0.038246919
2005-12-01	0.3	0.196036787	0.132020681
2005-12-02	0.32	0.015180397	0.043947625
2005-12-03	0.32	0.000478045	0.172461424
2005-12-04	0.32	0.294794745	0.128369434
2005-12-05	0.32	0.020373486	0.020267205
2005-12-06	0.31	0.132393374	0.022264605
2005-12-07	0.31	0.1461041	0.276599334
2005-12-08	0.31	0.258727739	0.168446319
2005-12-09	0.31	0.13756962	0.219589503
2005-12-10	0.3	0.002603556	0.276338918
2005-12-11	0.3	0.25046421	0.166561555
2005-12-12	0.3	0.261792734	0.043085632
2005-12-13	0.3	0.201380474	0.262480929
2005-12-14	0.3	0.055725347	0.099733525
2005-12-15	0.3	0.235646731	0.26753518
