2005-10-09	0.16	0.05	0.01
2005-10-10	0.16	0.06	0.02
2005-10-11	0.16	0.14	0.02
2005-10-12	0.17	0.11	0.11
2005-10-13	0.17	0.04	0.10
2005-10-14	0.16	0.05	0.12
2005-10-15	0.16	0.11	0.11
2005-10-16	0.16	0.12	0.13
2005-10-17	0.18	0.08	0.18
2005-10-18	0.17	0.05	0.14
2005-10-19	0.17	0.01	0.12
2005-10-20	0.18	0.07	0.06
2005-10-21	0.18	0.18	0.03
2005-10-22	0.18	0.10	0.16
2005-10-23	0.18	0.07	0.04
2005-10-24	0.18	0.07	0.14
2005-10-25	0.18	0.12	0.08
2005-10-26	0.18	0.16	0.17
2005-10-27	0.19	0.07	0.01
2005-10-28	0.24	0.09	0.18
2005-10-29	0.24	0.14	0.21
2005-10-30	0.27	0.09	0.22
2005-10-31	0.27	0.09	0.04
2005-11-01	0.27	0.25	0.18
2005-11-02	0.27	0.10	0.21
2005-11-03	0.27	0.04	0.04
2005-11-04	0.27	0.09	0.11
2005-11-05	0.27	0.03	0.11
2005-11-06	0.27	0.19	0.11
2005-11-13	0.27	0.00	0.03
2005-11-14	0.27	0.03	0.06
2005-11-15	0.27	0.15	0.18
2005-11-16	0.27	0.14	0.03
2005-11-17	0.27	0.02	0.20
2005-11-18	0.27	0.22	0.18
2005-11-19	0.32	0.05	0.02
2005-11-20	0.33	0.15	0.19
2005-11-21	0.34	0.07	0.08
2005-11-22	0.33	0.04	0.08
2005-11-23	0.33	0.32	0.26
2005-11-24	0.32	0.29	0.11
2005-11-25	0.32	0.09	0.07
2005-11-26	0.31	0.27	0.29
2005-11-27	0.31	0.17	0.09
2005-11-28	0.31	0.07	0.01
2005-11-29	0.31	0.02	0.09
2005-11-30	0.30	0.16	0.23
2005-12-01	0.30	0.07	0.04
2005-12-02	0.32	0.27	0.16
2005-12-03	0.32	0.23	0.23
2005-12-04	0.32	0.25	0.26
2005-12-05	0.32	0.23	0.06
2005-12-06	0.31	0.13	0.19
2005-12-07	0.31	0.09	0.03
2005-12-08	0.31	0.09	0.28
2005-12-09	0.31	0.01	0.15
2005-12-10	0.30	0.13	0.22
2005-12-11	0.30	0.12	0.07
2005-12-12	0.30	0.01	0.17
2005-12-13	0.30	0.24	0.20
2005-12-14	0.30	0.22	0.01
2005-12-15	0.30	0.18	0.02
2005-12-16	0.30	0.05	0.28
2005-12-17	0.30	0.27	0.06
2005-12-18	0.30	0.28	0.20
2005-12-19	0.30	0.24	0.22
2005-12-20	0.30	0.24	0.25
2005-12-21	0.29	0.22	0.29
2005-12-22	0.29	0.27	0.08
2005-12-23	0.29	0.08	0.16
2005-12-24	0.29	0.22	0.18
2005-12-25	0.30	0.20	0.04
2005-12-26	0.31	0.13	0.05
2005-12-27	0.31	0.21	0.24
