2005-10-12	0.17	0.128698404	0.159954441
2005-10-13	0.17	0.157966792	0.100637902
2005-10-14	0.16	0.02358806	0.023788649
2005-10-15	0.16	0.124773951	0.075945148
2005-10-16	0.16	0.125010085	0.025949006
2005-10-17	0.18	0.033571207	0.040526351
2005-10-18	0.17	0.000135966	0.130383435
2005-10-19	0.17	0.144300027	0.129684132
2005-10-20	0.18	0.027374607	0.088629047
2005-10-21	0.18	0.012781584	0.09343349
2005-10-22	0.18	0.113407516	0.106606756
2005-10-23	0.18	0.075115304	0.059907995
2005-10-24	0.18	0.119977949	0.131912836
2005-10-25	0.18	0.094358406	0.098083618
2005-11-03	0.27	0.235217921	0.019594724
2005-11-04	0.27	0.20478315	0.103987015
2005-11-05	0.27	0.020695203	0.13384309
2005-11-06	0.27	0.055749706	0.262000155
2005-11-07	0.27	0.109424174	0.245035949
2005-11-08	0.27	0.123775966	0.042102116
2005-11-09	0.27	0.076992835	0.050353977
2005-11-10	0.27	0.156309302	0.165989021
2005-11-11	0.27	0.253609289	0.219333259
2005-11-12	0.27	0.054721667	0.20805423
2005-11-13	0.27	0.138479966	0.123122517
2005-11-14	0.27	0.064473249	0.184078918
2005-11-15	0.27	0.136197077	0.185420517
2005-11-23	0.33	0.150664443	0.24256354
2005-11-24	0.32	0.227666202	0.300890696
2005-11-25	0.32	0.034903657	0.024186239
2005-11-26	0.31	0.087661491	0.069923296
2005-11-27	0.31	0.00013357	0.247117289
2005-11-28	0.31	0.076029759	0.127587215
2005-11-29	0.31	0.017333105	0.301798799
2005-11-30	0.3	0.016151802	0.012531134
2005-12-01	0.3	0.234792624	0.204607735
2005-12-02	0.32	0.311544284	0.260705569
2005-12-03	0.32	0.243374288	0.075937305
2005-12-04	0.32	0.236468481	0.149477473
2005-12-05	0.32	0.08383143	0.299970996
2005-12-06	0.31	0.045964155	0.14808601
2005-12-07	0.31	0.046330643	0.272617543
2005-12-08	0.31	0.17239642	0.013465967
2005-12-09	0.31	0.198896985	0.30192347
2005-12-10	0.3	0.004345243	0.121672165
2005-12-11	0.3	0.285046351	0.274454013
2005-12-18	0.3	0.01411426	0.269675342
2005-12-19	0.3	0.295460328	0.072267006
2005-12-20	0.3	0.24196795	0.090435621
2005-12-21	0.29	0.090584283	0.208598371
2005-12-22	0.29	0.178146041	0.281888447
2005-12-23	0.29	0.180364748	0.047899123
2005-12-24	0.29	0.031652624	0.183828703
2005-12-25	0.3	0.141584004	0.185958611
